Project_name,SiteID,BASIN,LOCATION,RIVMILE,sys_sample_code,chemical_name,sample_date,cas_rn,fraction,result_value,result_unit
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Iron,10/2/2018 11:15,7439-89-6,T,100,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Magnesium,10/2/2018 11:15,7439-95-4,T,16600,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Manganese,10/2/2018 11:15,7439-96-5,T,91.6,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Nickel,10/2/2018 11:15,7440-02-0,D,3.6,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Nitrate+Nitrite as Nitrogen,10/2/2018 11:15,NO3NO2N,T,26.1,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Nitrogen,10/2/2018 11:15,KN,T,27.4,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,"NITROGEN, NITRATE (AS N)",10/2/2018 11:15,14797-55-8,T,25.9,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,"NITROGEN, NITRITE",10/2/2018 11:15,14797-65-0,T,0.175,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,"PHOSPHORUS, TOTAL (AS P)",10/2/2018 11:15,7723-14-0,T,0.0567,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Sodium,10/2/2018 11:15,7440-23-5,T,92600,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,SULFATE (AS SO4),10/2/2018 11:15,14808-79-8,T,43.5,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",10/2/2018 11:15,TDS,T,553,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Zinc,10/2/2018 11:15,7440-66-6,D,13.2,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Zinc,10/2/2018 11:15,7440-66-6,T,14.5,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Conductivity,10/2/2018 11:21,COND,T,957,uS/cm
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Dissolved Oxygen,10/2/2018 11:21,7782-44-7,D,6.94,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Percent Saturation,10/2/2018 11:21,PER_SAT,T,78,std unit
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,PH,10/2/2018 11:21,PH,T,7.24,pH units
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,Salinity,10/2/2018 11:21,SALI,T,0.47,ppm
Ramapo RAS 2018,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2-10022018-WS,water temperature,10/2/2018 11:21,TEMP,T,19.9,deg c
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,"ALKALINITY, TOTAL (AS CaCO3)",8/1/2018 12:00,ALK,T,58.4,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Aluminum,8/1/2018 12:00,7429-90-5,D,15.4,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Calcium,8/1/2018 12:00,7440-70-2,T,25700,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,"Carbon, Dissolved Organic (DOC)",8/1/2018 12:00,DOC,D,5.2,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,CHLORIDE (AS CL),8/1/2018 12:00,16887-00-6,T,87.6,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Copper,8/1/2018 12:00,7440-50-8,D,2.4,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Copper,8/1/2018 12:00,7440-50-8,T,2.9,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,HARDNESS (AS CACO3),8/1/2018 12:00,HARD,T,86.9,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Iron,8/1/2018 12:00,7439-89-6,T,117,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Magnesium,8/1/2018 12:00,7439-95-4,T,5530,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Manganese,8/1/2018 12:00,7439-96-5,T,63.2,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Nickel,8/1/2018 12:00,7440-02-0,D,1.5,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Nitrogen,8/1/2018 12:00,KN,T,1.55,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,"Nitrogen, ammonia (As N)",8/1/2018 12:00,7664-41-7,T,0.0152,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,"NITROGEN, NITRATE (AS N)",8/1/2018 12:00,14797-55-8,T,1.11,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,"PHOSPHORUS, TOTAL (AS P)",8/1/2018 12:00,7723-14-0,T,0.0252,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Potassium,8/1/2018 12:00,2023695,T,6200,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Sodium,8/1/2018 12:00,7440-23-5,T,55000,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",8/1/2018 12:00,TDS,T,281,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Conductivity,8/1/2018 12:24,COND,T,447.3,uS/cm
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Dissolved Oxygen,8/1/2018 12:24,7782-44-7,D,7.13,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Percent Saturation,8/1/2018 12:24,PER_SAT,T,84,std unit
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,PH,8/1/2018 12:24,PH,T,7,pH units
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,Salinity,8/1/2018 12:24,SALI,T,0.22,ppm
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08012018-WS,water temperature,8/1/2018 12:24,TEMP,T,21.1,deg c
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,"ALKALINITY, TOTAL (AS CaCO3)",8/22/2018 9:30,ALK,T,42.4,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Aluminum,8/22/2018 9:30,7429-90-5,D,129,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Arsenic,8/22/2018 9:30,7440-38-2,T,1,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Calcium,8/22/2018 9:30,7440-70-2,T,13800,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,"Carbon, Dissolved Organic (DOC)",8/22/2018 9:30,DOC,D,10.1,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,CHLORIDE (AS CL),8/22/2018 9:30,16887-00-6,T,35,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Copper,8/22/2018 9:30,7440-50-8,D,3.1,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Copper,8/22/2018 9:30,7440-50-8,T,3.5,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,HARDNESS (AS CACO3),8/22/2018 9:30,HARD,T,48,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Iron,8/22/2018 9:30,7439-89-6,T,660,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Lead,8/22/2018 9:30,7439-92-1,T,1.5,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Lead,8/22/2018 9:30,7439-92-1,D,1.1,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Magnesium,8/22/2018 9:30,7439-95-4,T,3270,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Manganese,8/22/2018 9:30,7439-96-5,T,46.8,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Nickel,8/22/2018 9:30,7440-02-0,D,2.8,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Nitrate+Nitrite as Nitrogen,8/22/2018 9:30,NO3NO2N,T,0.524,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,"NITROGEN, NITRATE (AS N)",8/22/2018 9:30,14797-55-8,T,0.524,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,"Orthophosphate as Phosphorus, Dissolved",8/22/2018 9:30,PDORTHO,D,0.0467,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,"PHOSPHORUS, TOTAL (AS P)",8/22/2018 9:30,7723-14-0,T,0.0934,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Sodium,8/22/2018 9:30,7440-23-5,T,27800,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,SULFATE (AS SO4),8/22/2018 9:30,14808-79-8,T,9.2,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",8/22/2018 9:30,TDS,T,149,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Zinc,8/22/2018 9:30,7440-66-6,T,8.5,ug/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Conductivity,8/22/2018 9:34,COND,T,223.7,uS/cm
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Dissolved Oxygen,8/22/2018 9:34,7782-44-7,D,7.52,mg/l
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Percent Saturation,8/22/2018 9:34,PER_SAT,T,86,std unit
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,PH,8/22/2018 9:34,PH,T,6.94,pH units
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,Salinity,8/22/2018 9:34,SALI,T,0.11,ppm
Ramapo RAS 2018,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3-08222018-WS,water temperature,8/22/2018 9:34,TEMP,T,20.2,deg c
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Conductivity,7/10/2018 9:28,COND,T,780,uS/cm
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Dissolved Oxygen,7/10/2018 9:28,7782-44-7,D,7.7,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Percent Saturation,7/10/2018 9:28,PER_SAT,T,88,std unit
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,PH,7/10/2018 9:28,PH,T,7.67,pH units
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Salinity,7/10/2018 9:28,SALI,T,0.38,ppm
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,water temperature,7/10/2018 9:28,TEMP,T,21.1,deg c
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,"ALKALINITY, TOTAL (AS CaCO3)",7/10/2018 10:00,ALK,T,79.6,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Calcium,7/10/2018 10:00,7440-70-2,T,35300,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,"Carbon, Dissolved Organic (DOC)",7/10/2018 10:00,DOC,D,3.3,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,CHLORIDE (AS CL),7/10/2018 10:00,16887-00-6,T,176,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Copper,7/10/2018 10:00,7440-50-8,T,3.8,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Copper,7/10/2018 10:00,7440-50-8,D,3.6,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,"Fluoride, undistilled",7/10/2018 10:00,16984-48-8,T,0.12,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,HARDNESS (AS CACO3),7/10/2018 10:00,HARD,T,130,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Magnesium,7/10/2018 10:00,7439-95-4,T,10100,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Manganese,7/10/2018 10:00,7439-96-5,T,27.4,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Nickel,7/10/2018 10:00,7440-02-0,D,1.4,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Nitrogen,7/10/2018 10:00,KN,T,2.99,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,"Nitrogen, ammonia (As N)",7/10/2018 10:00,7664-41-7,T,0.0475,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,"NITROGEN, KJELDAHL, TOTAL",7/10/2018 10:00,KN,T,0.45,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,"NITROGEN, NITRATE (AS N)",7/10/2018 10:00,14797-55-8,T,2.54,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,"PHOSPHORUS, TOTAL (AS P)",7/10/2018 10:00,7723-14-0,T,0.307,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Sodium,7/10/2018 10:00,7440-23-5,T,91100,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,SULFATE (AS SO4),7/10/2018 10:00,14808-79-8,T,18.1,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/10/2018 10:00,TDS,T,394,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Zinc,7/10/2018 10:00,7440-66-6,T,6.8,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07102018-WS,Zinc,7/10/2018 10:00,7440-66-6,D,12.5,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,Conductivity,7/31/2018 9:31,COND,T,421.2,uS/cm
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,Dissolved Oxygen,7/31/2018 9:31,7782-44-7,D,7.84,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,Percent Saturation,7/31/2018 9:31,PER_SAT,T,88,std unit
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,PH,7/31/2018 9:31,PH,T,7.56,pH units
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,Salinity,7/31/2018 9:31,SALI,T,0.2,ppm
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,water temperature,7/31/2018 9:31,TEMP,T,21,deg c
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,"ALKALINITY, TOTAL (AS CaCO3)",7/31/2018 9:45,ALK,T,56.4,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,Aluminum,7/31/2018 9:45,7429-90-5,D,11.7,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,Calcium,7/31/2018 9:45,7440-70-2,T,22400,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,"Carbon, Dissolved Organic (DOC)",7/31/2018 9:45,DOC,D,5,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,CHLORIDE (AS CL),7/31/2018 9:45,16887-00-6,T,89.2,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,Copper,7/31/2018 9:45,7440-50-8,T,2.8,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,Copper,7/31/2018 9:45,7440-50-8,D,2.5,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,"Fluoride, undistilled",7/31/2018 9:45,16984-48-8,T,0.11,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,HARDNESS (AS CACO3),7/31/2018 9:45,HARD,T,80.6,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,Iron,7/31/2018 9:45,7439-89-6,T,339,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,Magnesium,7/31/2018 9:45,7439-95-4,T,6000,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,Manganese,7/31/2018 9:45,7439-96-5,T,53.9,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,"Nitrogen, ammonia (As N)",7/31/2018 9:45,7664-41-7,T,0.0312,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,"NITROGEN, NITRATE (AS N)",7/31/2018 9:45,14797-55-8,T,0.986,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,"NITROGEN, NITRITE",7/31/2018 9:45,14797-65-0,T,0.022,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,"PHOSPHORUS, TOTAL (AS P)",7/31/2018 9:45,7723-14-0,T,0.168,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,Sodium,7/31/2018 9:45,7440-23-5,T,52700,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,SULFATE (AS SO4),7/31/2018 9:45,14808-79-8,T,10.8,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-07312018-WS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/31/2018 9:45,TDS,T,242,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,Conductivity,8/21/2018 9:43,COND,T,414,uS/cm
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,Dissolved Oxygen,8/21/2018 9:43,7782-44-7,D,8.68,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,Percent Saturation,8/21/2018 9:43,PER_SAT,T,97,std unit
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,PH,8/21/2018 9:43,PH,T,7.31,pH units
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,Salinity,8/21/2018 9:43,SALI,T,0.2,ppm
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,water temperature,8/21/2018 9:43,TEMP,T,20.6,deg c
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,"ALKALINITY, TOTAL (AS CaCO3)",8/21/2018 10:00,ALK,T,60,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,Calcium,8/21/2018 10:00,7440-70-2,T,23800,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,"Carbon, Dissolved Organic (DOC)",8/21/2018 10:00,DOC,D,4.7,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,CHLORIDE (AS CL),8/21/2018 10:00,16887-00-6,T,83.5,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,Copper,8/21/2018 10:00,7440-50-8,T,3.2,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,Copper,8/21/2018 10:00,7440-50-8,D,2.8,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,"Fluoride, undistilled",8/21/2018 10:00,16984-48-8,T,0.12,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,HARDNESS (AS CACO3),8/21/2018 10:00,HARD,T,84.9,mg/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,Iron,8/21/2018 10:00,7439-89-6,T,350,ug/l
Ramapo RAS 2018,15-RAMA-1.1,15,RAMA,1.1,15-RAMA-1.1-08212018-WS,Lead,8/21/2018 10:00,7439-92-1,T,1.3,ug/l
