"Project_name","SiteID","BASIN","LOCATION","RIVMILE","SAMPLE_DATE","cas_rn","chemical_name","fraction","result_value","result_unit","Health..Water.Source.","Health.Fish.Consumption.","Aquatic.Chronic.","Aquatic..Acute.","Wildlife","Aesthetic.Water.Source.","Aesthetic.Food.Source.","Recreation","HWS","HFS","AC","AA","W","EWS","EFS","R"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","16984-48-8","Fluoride, undistilled","T",110,"ug/l","NS","NS","4279.29645004426","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","HARD","HARDNESS (AS CACO3)","T",217000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","7439-89-6","Iron","T",124,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","7439-95-4","Magnesium","T",15600,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","7439-96-5","Manganese","T",58.5,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","7440-02-0","Nickel","D",2.7,"ug/l","NS","NS","100.161977650994","901.798550301367","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","NO3NO2N","Nitrate+Nitrite as Nitrogen","T",11600,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","KN","Nitrogen","T",12600,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","14797-55-8","NITROGEN, NITRATE (AS N)","T",11600,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","14797-65-0","NITROGEN, NITRITE","T",31,"ug/l","NS","NS","100","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","PDORTHO","Orthophosphate as Phosphorus, Dissolved","D",1780,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","PER_SAT","Percent Saturation","T",88,"std unit","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","PH","PH","T",7.66,"pH units","NS","NS","8.5-6.5","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","7723-14-0","PHOSPHORUS, TOTAL (AS P)","T",1870,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","SALI","Salinity","T",0.64,"ppm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","7440-23-5","Sodium","T",170000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","14808-79-8","SULFATE (AS SO4)","T",31900,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","TDS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","T",742000,"ug/l","NS","NS","500000","NS","NS","NS","NS","NS","NS","NS","V","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","TURB","TURBIDITY","T",1.2,"ntu","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","TEMP","water temperature","T",26.2,"deg c","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","7440-66-6","Zinc","D",32.2,"ug/l","NS","NS","159.638638329106","225.911068294405","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-09-05","7440-66-6","Zinc","T",32.7,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","ALK","ALKALINITY, TOTAL (AS CaCO3)","T",109000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","7440-70-2","Calcium","T",45400,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","DOC","Carbon, Dissolved Organic (DOC)","D",5900,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","16887-00-6","CHLORIDE (AS CL)","T",157000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","COND","Conductivity","T",787,"uS/cm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","7440-50-8","Copper","D",6.1,"ug/l","NS","NS","13.3105459058033","20.8030486319664","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","7440-50-8","Copper","T",6.7,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","7782-44-7","Dissolved Oxygen","D",8680,"ug/l","NS","NS","4000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","16984-48-8","Fluoride, undistilled","T",110,"ug/l","NS","NS","3227.532221148","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","HARD","HARDNESS (AS CACO3)","T",159000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","7439-89-6","Iron","T",265,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","7439-95-4","Magnesium","T",11000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","7439-96-5","Manganese","T",71.1,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","7440-02-0","Nickel","D",1.7,"ug/l","NS","NS","76.9909933905215","693.180864177411","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","NO3NO2N","Nitrate+Nitrite as Nitrogen","T",6260,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","KN","Nitrogen","T",7040,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","14797-55-8","NITROGEN, NITRATE (AS N)","T",6240,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","14797-65-0","NITROGEN, NITRITE","T",17,"ug/l","NS","NS","100","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","PER_SAT","Percent Saturation","T",94,"std unit","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","PH","PH","T",7.59,"pH units","NS","NS","8.5-6.5","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","7723-14-0","PHOSPHORUS, TOTAL (AS P)","T",632,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","SALI","Salinity","T",0.39,"ppm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","7440-23-5","Sodium","T",95300,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","14808-79-8","SULFATE (AS SO4)","T",23800,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","TDS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","T",452000,"ug/l","NS","NS","500000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","TEMP","water temperature","T",18.9,"deg c","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","7440-66-6","Zinc","D",9.2,"ug/l","NS","NS","122.556061707358","173.579710707957","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.1",15,"RAMA","16.1","2018-10-01","7440-66-6","Zinc","T",11.2,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","ALK","ALKALINITY, TOTAL (AS CaCO3)","T",112000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","7440-70-2","Calcium","T",65800,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","DOC","Carbon, Dissolved Organic (DOC)","D",7900,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","16887-00-6","CHLORIDE (AS CL)","T",291000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","COND","Conductivity","T",1472,"uS/cm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","7440-50-8","Copper","D",13.6,"ug/l","NS","NS","19.3937401075183","31.5042890301697","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","7440-50-8","Copper","T",16.3,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","7782-44-7","Dissolved Oxygen","D",8500,"ug/l","NS","NS","4000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","16984-48-8","Fluoride, undistilled","T",130,"ug/l","NS","NS","4812.59739297917","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","HARD","HARDNESS (AS CACO3)","T",247000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","7439-95-4","Magnesium","T",20000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","7439-96-5","Manganese","T",35.4,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","7440-02-0","Nickel","D",3,"ug/l","NS","NS","111.758246367287","1006.20441929985","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","KN","Nitrogen","T",18100,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","7664-41-7","Nitrogen, ammonia (As N)","T",97,"ug/l","NS","NS","1000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","KN","NITROGEN, KJELDAHL, TOTAL","T",1170,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","14797-55-8","NITROGEN, NITRATE (AS N)","T",16900,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","14797-65-0","NITROGEN, NITRITE","T",51,"ug/l","NS","NS","100","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","PER_SAT","Percent Saturation","T",105,"std unit","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","PH","PH","T",7.82,"pH units","NS","NS","8.5-6.5","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","7723-14-0","PHOSPHORUS, TOTAL (AS P)","T",2930,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","SALI","Salinity","T",0.72,"ppm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","7440-23-5","Sodium","T",154000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","14808-79-8","SULFATE (AS SO4)","T",44200,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","TDS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","T",743000,"ug/l","NS","NS","500000","NS","NS","NS","NS","NS","NS","NS","V","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","TEMP","water temperature","T",25.2,"deg c","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","7440-66-6","Zinc","D",33.2,"ug/l","NS","NS","178.213110851782","252.10839367907","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-10","7440-66-6","Zinc","T",38.6,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","ALK","ALKALINITY, TOTAL (AS CaCO3)","T",110000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","7429-90-5","Aluminum","D",10.8,"ug/l","NS","NS","100","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","7440-70-2","Calcium","T",52200,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","DOC","Carbon, Dissolved Organic (DOC)","D",6000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","16887-00-6","CHLORIDE (AS CL)","T",241000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","COND","Conductivity","T",1112,"uS/cm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","7440-50-8","Copper","D",8.3,"ug/l","NS","NS","15.3592463800639","24.3602723467226","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","7440-50-8","Copper","T",9.1,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","7782-44-7","Dissolved Oxygen","D",7330,"ug/l","NS","NS","4000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","16984-48-8","Fluoride, undistilled","T",110,"ug/l","NS","NS","3757.20216692161","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","HARD","HARDNESS (AS CACO3)","T",188000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","7439-89-6","Iron","T",340,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","7439-95-4","Magnesium","T",14000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","7439-96-5","Manganese","T",117,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","7440-02-0","Nickel","D",2,"ug/l","NS","NS","88.7146812616208","798.733939049612","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","KN","Nitrogen","T",10200,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","7664-41-7","Nitrogen, ammonia (As N)","T",68.3,"ug/l","NS","NS","1800","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","14797-55-8","NITROGEN, NITRATE (AS N)","T",9170,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","14797-65-0","NITROGEN, NITRITE","T",20,"ug/l","NS","NS","100","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","PDORTHO","Orthophosphate as Phosphorus, Dissolved","D",1240,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","PER_SAT","Percent Saturation","T",88,"std unit","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","PH","PH","T",7.32,"pH units","NS","NS","8.5-6.5","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","7723-14-0","PHOSPHORUS, TOTAL (AS P)","T",1300,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","SALI","Salinity","T",0.55,"ppm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","7440-23-5","Sodium","T",142000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","14808-79-8","SULFATE (AS SO4)","T",32900,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","TDS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","T",624000,"ug/l","NS","NS","500000","NS","NS","NS","NS","NS","NS","NS","V","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-07-31","TEMP","water temperature","T",23.5,"deg c","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-08-21","ALK","ALKALINITY, TOTAL (AS CaCO3)","T",116000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-08-21","7440-38-2","Arsenic","T",1,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-08-21","7440-70-2","Calcium","T",52700,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-08-21","DOC","Carbon, Dissolved Organic (DOC)","D",6300,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-08-21","16887-00-6","CHLORIDE (AS CL)","T",218000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-08-21","COND","Conductivity","T",1065,"uS/cm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-08-21","7440-50-8","Copper","D",8.6,"ug/l","NS","NS","15.2894082676717","24.2381671151349","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-16.5",15,"RAMA","16.5","2018-08-21","7440-50-8","Copper","T",9.7,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
