"Project_name","SiteID","BASIN","LOCATION","RIVMILE","SAMPLE_DATE","cas_rn","chemical_name","fraction","result_value","result_unit","Health..Water.Source.","Health.Fish.Consumption.","Aquatic.Chronic.","Aquatic..Acute.","Wildlife","Aesthetic.Water.Source.","Aesthetic.Food.Source.","Recreation","HWS","HFS","AC","AA","W","EWS","EFS","R"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","7439-95-4","Magnesium","T",15800,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","7439-96-5","Manganese","T",24.1,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","7440-02-0","Nickel","D",3,"ug/l","NS","NS","104.053293539421","936.833631569189","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","NO3NO2N","Nitrate+Nitrite as Nitrogen","T",17500,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","KN","Nitrogen","T",18700,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","7664-41-7","Nitrogen, ammonia (As N)","T",299,"ug/l","NS","NS","1725","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","KN","NITROGEN, KJELDAHL, TOTAL","T",1250,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","14797-55-8","NITROGEN, NITRATE (AS N)","T",17300,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","14797-65-0","NITROGEN, NITRITE","T",143,"ug/l","NS","NS","100","NS","NS","NS","NS","NS","NS","NS","V","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","PDORTHO","Orthophosphate as Phosphorus, Dissolved","D",3200,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","PER_SAT","Percent Saturation","T",102,"std unit","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","PH","PH","T",7.63,"pH units","NS","NS","8.5-6.5","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","7723-14-0","PHOSPHORUS, TOTAL (AS P)","T",3400,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","SALI","Salinity","T",0.61,"ppm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","7440-23-5","Sodium","T",150000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","14808-79-8","SULFATE (AS SO4)","T",40400,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","TDS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","T",729000,"ug/l","NS","NS","500000","NS","NS","NS","NS","NS","NS","NS","V","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","TURB","TURBIDITY","T",1.31,"ntu","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","TEMP","water temperature","T",24.3,"deg c","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","7440-66-6","Zinc","D",49.2,"ug/l","NS","NS","165.870525118918","234.70151100527","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-09-05","7440-66-6","Zinc","T",49.3,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","ALK","ALKALINITY, TOTAL (AS CaCO3)","T",98800,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","7440-70-2","Calcium","T",57600,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","DOC","Carbon, Dissolved Organic (DOC)","D",6800,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","16887-00-6","CHLORIDE (AS CL)","T",237000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","COND","Conductivity","T",1118,"uS/cm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","7440-50-8","Copper","D",14.2,"ug/l","NS","NS","16.19318047367","25.8226658672984","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","7440-50-8","Copper","T",14.6,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","7782-44-7","Dissolved Oxygen","D",8540,"ug/l","NS","NS","4000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","16984-48-8","Fluoride, undistilled","T",120,"ug/l","NS","NS","3974.08910967979","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","HARD","HARDNESS (AS CACO3)","T",200000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","7439-95-4","Magnesium","T",13600,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","7439-96-5","Manganese","T",16.3,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","7440-02-0","Nickel","D",2.5,"ug/l","NS","NS","93.4822878022387","841.6586173314","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","NO3NO2N","Nitrate+Nitrite as Nitrogen","T",17400,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","KN","Nitrogen","T",18600,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","14797-55-8","NITROGEN, NITRATE (AS N)","T",17400,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","14797-65-0","NITROGEN, NITRITE","T",13,"ug/l","NS","NS","100","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","PER_SAT","Percent Saturation","T",97,"std unit","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","PH","PH","T",7.24,"pH units","NS","NS","8.5-6.5","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","7723-14-0","PHOSPHORUS, TOTAL (AS P)","T",2090,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","SALI","Salinity","T",0.56,"ppm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","7440-23-5","Sodium","T",141000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","14808-79-8","SULFATE (AS SO4)","T",35500,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","TDS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","T",654000,"ug/l","NS","NS","500000","NS","NS","NS","NS","NS","NS","NS","V","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","TEMP","water temperature","T",21.2,"deg c","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","7440-66-6","Zinc","D",26.5,"ug/l","NS","NS","148.943905449142","210.822952955716","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-OCSDSTP-001",15,"OCSDSTP","001","2018-10-01","7440-66-6","Zinc","T",26.5,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","ALK","ALKALINITY, TOTAL (AS CaCO3)","T",79600,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","7440-70-2","Calcium","T",35300,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","DOC","Carbon, Dissolved Organic (DOC)","D",3300,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","16887-00-6","CHLORIDE (AS CL)","T",176000,"ug/l","250000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","COND","Conductivity","T",780,"uS/cm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","7440-50-8","Copper","D",3.6,"ug/l","NS","NS","11.2064128842823","17.2079066078526","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","7440-50-8","Copper","T",3.8,"ug/l","200","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","7782-44-7","Dissolved Oxygen","D",7700,"ug/l","NS","NS","4000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","16984-48-8","Fluoride, undistilled","T",120,"ug/l","1500","NS","2688.74747406341","NS","NS","NS","NS","NS","NV","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","HARD","HARDNESS (AS CACO3)","T",130000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","7439-95-4","Magnesium","T",10100,"ug/l","35000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","7439-96-5","Manganese","T",27.4,"ug/l","NS","NS","NS","NS","NS","300","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","7440-02-0","Nickel","D",1.4,"ug/l","NS","NS","64.9312901423564","584.602507785982","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","KN","Nitrogen","T",2990,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","7664-41-7","Nitrogen, ammonia (As N)","T",47.5,"ug/l","2000","NS","1725","NS","NS","NS","NS","NS","NV","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","KN","NITROGEN, KJELDAHL, TOTAL","T",450,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","14797-55-8","NITROGEN, NITRATE (AS N)","T",2540,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","PER_SAT","Percent Saturation","T",88,"std unit","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","PH","PH","T",7.67,"pH units","8.5-6.5","NS","8.5-6.5","NS","NS","NS","NS","NS","NV","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","7723-14-0","PHOSPHORUS, TOTAL (AS P)","T",307,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","SALI","Salinity","T",0.38,"ppm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","7440-23-5","Sodium","T",91100,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","14808-79-8","SULFATE (AS SO4)","T",18100,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","TDS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","T",394000,"ug/l","NS","NS","500000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","TEMP","water temperature","T",21.1,"deg c","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","7440-66-6","Zinc","D",12.5,"ug/l","NS","NS","103.275924274532","146.352241775121","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-10","7440-66-6","Zinc","T",6.8,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","ALK","ALKALINITY, TOTAL (AS CaCO3)","T",56400,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","7429-90-5","Aluminum","D",11.7,"ug/l","NS","NS","100","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","7440-70-2","Calcium","T",22400,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","DOC","Carbon, Dissolved Organic (DOC)","D",5000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","16887-00-6","CHLORIDE (AS CL)","T",89200,"ug/l","250000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","COND","Conductivity","T",421.2,"uS/cm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","7440-50-8","Copper","D",2.5,"ug/l","NS","NS","7.44843990314295","10.9677991864284","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","7440-50-8","Copper","T",2.8,"ug/l","200","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","7782-44-7","Dissolved Oxygen","D",7840,"ug/l","NS","NS","4000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","16984-48-8","Fluoride, undistilled","T",110,"ug/l","1500","NS","1742.80692840447","NS","NS","NS","NS","NS","NV","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","HARD","HARDNESS (AS CACO3)","T",80600,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","7439-89-6","Iron","T",339,"ug/l","NS","NS","NS","NS","NS","300","NS","NS","NS","NS","NS","NS","NS","V","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","7439-95-4","Magnesium","T",6000,"ug/l","35000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","7439-96-5","Manganese","T",53.9,"ug/l","NS","NS","NS","NS","NS","300","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","7664-41-7","Nitrogen, ammonia (As N)","T",31.2,"ug/l","2000","NS","1725","NS","NS","NS","NS","NS","NV","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","14797-55-8","NITROGEN, NITRATE (AS N)","T",986,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","14797-65-0","NITROGEN, NITRITE","T",22,"ug/l","1000","NS","100","NS","NS","NS","NS","NS","NV","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","PER_SAT","Percent Saturation","T",88,"std unit","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","PH","PH","T",7.56,"pH units","8.5-6.5","NS","8.5-6.5","NS","NS","NS","NS","NS","NV","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","7723-14-0","PHOSPHORUS, TOTAL (AS P)","T",168,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","SALI","Salinity","T",0.2,"ppm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","7440-23-5","Sodium","T",52700,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","14808-79-8","SULFATE (AS SO4)","T",10800,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","TDS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","T",242000,"ug/l","NS","NS","500000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-07-31","TEMP","water temperature","T",21,"deg c","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","ALK","ALKALINITY, TOTAL (AS CaCO3)","T",60000,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","7440-70-2","Calcium","T",23800,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","DOC","Carbon, Dissolved Organic (DOC)","D",4700,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","16887-00-6","CHLORIDE (AS CL)","T",83500,"ug/l","250000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","COND","Conductivity","T",414,"uS/cm","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","7440-50-8","Copper","D",2.8,"ug/l","NS","NS","7.78670364506965","11.5182749047552","NS","NS","NS","NS","NS","NS","NV","NV","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","7440-50-8","Copper","T",3.2,"ug/l","200","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","7782-44-7","Dissolved Oxygen","D",8680,"ug/l","NS","NS","4000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","16984-48-8","Fluoride, undistilled","T",120,"ug/l","1500","NS","1826.93320762218","NS","NS","NS","NS","NS","NV","NS","NV","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","HARD","HARDNESS (AS CACO3)","T",84900,"ug/l","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","7439-89-6","Iron","T",350,"ug/l","NS","NS","NS","NS","NS","300","NS","NS","NS","NS","NS","NS","NS","V","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","7439-92-1","Lead","T",1.3,"ug/l","50","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS","NS","NS"
"Ramapo RAS 2018","15-RAMA-1.1",15,"RAMA","1.1","2018-08-21","7439-95-4","Magnesium","T",6180,"ug/l","35000","NS","NS","NS","NS","NS","NS","NS","NV","NS","NS","NS","NS","NS","NS","NS"
