Project_name,SiteID,BASIN,LOCATION,RIVMILE,SAMPLE_DATE,cas_rn,chemical_name,fraction,result_value,result_unit,Health..Water.Source.,Health.Fish.Consumption.,Aquatic.Chronic.,Aquatic..Acute.,Wildlife,Aesthetic.Water.Source.,Aesthetic.Food.Source.,Recreation,HWS,HFS,AC,AA,W,EWS,EFS,R
Ramapo RAS 2408,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,ALK,"ALKALINITY, TOTAL (AS CaCO3)",T,72000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2409,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,7440-70-2,Calcium,T,31500,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2410,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,DOC,"Carbon, Dissolved Organic (DOC)",D,3800,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2411,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,16887-00-6,CHLORIDE (AS CL),T,140000,ug/l,250000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2412,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,COND,Conductivity,T,635,uS/cm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2413,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,7440-50-8,Copper,D,5.2,ug/l,NS,NS,10.01675889,15.20499791,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2414,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,7440-50-8,Copper,T,5.2,ug/l,200,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2415,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,7782-44-7,Dissolved Oxygen,D,8270,ug/l,NS,NS,4000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2416,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,16984-48-8,"Fluoride, undistilled",T,120,ug/l,1500,NS,2386.800362,NS,NS,NS,NS,NS,NV,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2417,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,HARD,HARDNESS (AS CACO3),T,114000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2418,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,7439-89-6,Iron,T,182,ug/l,NS,NS,NS,NS,NS,300,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS
Ramapo RAS 2419,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,7439-95-4,Magnesium,T,8500,ug/l,35000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2420,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,7439-96-5,Manganese,T,40.3,ug/l,NS,NS,NS,NS,NS,300,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS
Ramapo RAS 2421,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,7440-02-0,Nickel,D,1.2,ug/l,NS,NS,58.10312089,523.1257551,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2422,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,NO3NO2N,Nitrate+Nitrite as Nitrogen,T,3200,ug/l,10000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2423,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,KN,Nitrogen,T,3590,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2424,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,14797-55-8,"NITROGEN, NITRATE (AS N)",T,3200,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2425,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,PDORTHO,"Orthophosphate as Phosphorus, Dissolved",D,284,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2426,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,PER_SAT,Percent Saturation,T,96,std unit,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2427,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,PH,PH,T,7.6,pH units,8.5-6.5,NS,8.5-6.5,NS,NS,NS,NS,NS,NV,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2428,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",T,314,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2429,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,SALI,Salinity,T,0.31,ppm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2430,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,7440-23-5,Sodium,T,81100,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2431,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,14808-79-8,SULFATE (AS SO4),T,14700,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2432,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,TDS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",T,356000,ug/l,NS,NS,500000,NS,NS,NS,NS,NS,NS,NS,V,NS,NS,NS,NS,NS
Ramapo RAS 2433,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,TURB,TURBIDITY,T,1.47,ntu,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2434,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,TEMP,water temperature,T,22.6,deg c,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2435,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,7440-66-6,Zinc,D,16.8,ug/l,NS,NS,92.36689924,130.9394937,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2436,15-RAMA-1.1,15,RAMA,1.1,9/5/2018,7440-66-6,Zinc,T,14.8,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2437,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,ALK,"ALKALINITY, TOTAL (AS CaCO3)",T,40800,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2438,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,7429-90-5,Aluminum,D,15.5,ug/l,NS,NS,100,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2439,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,7440-70-2,Calcium,T,14700,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2440,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,DOC,"Carbon, Dissolved Organic (DOC)",D,4300,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2441,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,16887-00-6,CHLORIDE (AS CL),T,53000,ug/l,250000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2442,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,COND,Conductivity,T,288.6,uS/cm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2443,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,7440-50-8,Copper,D,2.1,ug/l,NS,NS,5.147089476,7.296975785,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2444,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,7440-50-8,Copper,T,2.2,ug/l,200,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2445,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,7782-44-7,Dissolved Oxygen,D,11000,ug/l,NS,NS,4000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2446,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,16984-48-8,"Fluoride, undistilled",T,110,ug/l,1500,NS,1177.292634,NS,NS,NS,NS,NS,NV,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2447,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,HARD,HARDNESS (AS CACO3),T,52300,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2448,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,7439-89-6,Iron,T,288,ug/l,NS,NS,NS,NS,NS,300,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS
Ramapo RAS 2449,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,7439-95-4,Magnesium,T,3780,ug/l,35000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2450,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,7439-96-5,Manganese,T,33,ug/l,NS,NS,NS,NS,NS,300,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS
Ramapo RAS 2451,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,NO3NO2N,Nitrate+Nitrite as Nitrogen,T,831,ug/l,10000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2452,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,14797-55-8,"NITROGEN, NITRATE (AS N)",T,831,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2453,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,PDORTHO,"Orthophosphate as Phosphorus, Dissolved",D,78.8,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2454,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,PER_SAT,Percent Saturation,T,110,std unit,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2455,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,PH,PH,T,7.26,pH units,8.5-6.5,NS,8.5-6.5,NS,NS,NS,NS,NS,NV,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2456,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",T,97,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2457,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,SALI,Salinity,T,0.14,ppm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2458,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,7440-23-5,Sodium,T,32200,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2459,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,14808-79-8,SULFATE (AS SO4),T,8310,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2460,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,TDS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",T,151000,ug/l,NS,NS,500000,NS,NS,NS,NS,NS,NS,NS,V,NS,NS,NS,NS,NS
Ramapo RAS 2461,15-RAMA-1.1,15,RAMA,1.1,10/1/2018,TEMP,water temperature,T,15.7,deg c,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2462,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,ALK,"ALKALINITY, TOTAL (AS CaCO3)",T,106000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2463,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,7440-70-2,Calcium,T,53800,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2464,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,DOC,"Carbon, Dissolved Organic (DOC)",D,5100,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2465,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,16887-00-6,CHLORIDE (AS CL),T,239000,ug/l,250000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2466,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,COND,Conductivity,T,1126,uS/cm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2467,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,7440-50-8,Copper,D,8.7,ug/l,NS,NS,16.19318047,25.82266587,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2468,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,7440-50-8,Copper,T,9.1,ug/l,200,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2469,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,7782-44-7,Dissolved Oxygen,D,12400,ug/l,NS,NS,5000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2470,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,16984-48-8,"Fluoride, undistilled",T,120,ug/l,1500,NS,3974.08911,NS,NS,NS,NS,NS,NV,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2471,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,HARD,HARDNESS (AS CACO3),T,200000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2472,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,7439-95-4,Magnesium,T,16000,ug/l,35000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2473,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,7439-96-5,Manganese,T,33.4,ug/l,NS,NS,NS,NS,NS,300,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS
Ramapo RAS 2474,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,7440-02-0,Nickel,D,2.3,ug/l,NS,NS,93.4822878,841.6586173,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2475,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,KN,Nitrogen,T,11900,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2476,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,7664-41-7,"Nitrogen, ammonia (As N)",T,49.9,ug/l,2000,NS,35,NS,NS,NS,NS,NS,NV,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2477,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,KN,"NITROGEN, KJELDAHL, TOTAL",T,860,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2478,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,14797-55-8,"NITROGEN, NITRATE (AS N)",T,11000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2479,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,14797-65-0,"NITROGEN, NITRITE",T,19,ug/l,1000,NS,100,NS,NS,NS,NS,NS,NV,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2480,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,PER_SAT,Percent Saturation,T,147,std unit,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2481,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,PH,PH,T,8.27,pH units,8.5-6.5,NS,8.5-6.5,NS,NS,NS,NS,NS,NV,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2482,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",T,1700,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2483,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,SALI,Salinity,T,0.56,ppm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2484,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,7440-23-5,Sodium,T,128000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2485,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,14808-79-8,SULFATE (AS SO4),T,34500,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2486,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,TDS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",T,587000,ug/l,NS,NS,500000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2487,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,TEMP,water temperature,T,23,deg c,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2488,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,7440-66-6,Zinc,D,19.3,ug/l,NS,NS,148.9439054,210.822953,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2489,15-RAMA-11.8,15,RAMA,11.8,7/10/2018,7440-66-6,Zinc,T,20.3,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2490,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,ALK,"ALKALINITY, TOTAL (AS CaCO3)",T,82400,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2491,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,7440-70-2,Calcium,T,33500,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2492,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,DOC,"Carbon, Dissolved Organic (DOC)",D,4900,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2493,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,16887-00-6,CHLORIDE (AS CL),T,132000,ug/l,250000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2494,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,COND,Conductivity,T,629,uS/cm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2495,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,7440-50-8,Copper,D,3.5,ug/l,NS,NS,10.68872596,16.33349823,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2496,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,7440-50-8,Copper,T,3.7,ug/l,200,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2497,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,7782-44-7,Dissolved Oxygen,D,8400,ug/l,NS,NS,5000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2498,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,16984-48-8,"Fluoride, undistilled",T,100,ug/l,1500,NS,2557.097755,NS,NS,NS,NS,NS,NV,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2499,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,HARD,HARDNESS (AS CACO3),T,123000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2500,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,7439-89-6,Iron,T,320,ug/l,NS,NS,NS,NS,NS,300,NS,NS,NS,NS,NS,NS,NS,V,NS,NS
Ramapo RAS 2501,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,7439-95-4,Magnesium,T,9430,ug/l,35000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2502,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,7439-96-5,Manganese,T,73.7,ug/l,NS,NS,NS,NS,NS,300,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS
Ramapo RAS 2503,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,7440-02-0,Nickel,D,1.3,ug/l,NS,NS,61.96089471,557.8588436,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2504,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,KN,Nitrogen,T,3690,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2505,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,14797-55-8,"NITROGEN, NITRATE (AS N)",T,3100,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2506,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,14797-65-0,"NITROGEN, NITRITE",T,22,ug/l,1000,NS,100,NS,NS,NS,NS,NS,NV,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2507,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,PER_SAT,Percent Saturation,T,95,std unit,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2508,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,PH,PH,T,7.42,pH units,8.5-6.5,NS,8.5-6.5,NS,NS,NS,NS,NS,NV,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2509,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",T,416,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2510,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,SALI,Salinity,T,0.31,ppm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2511,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,7440-23-5,Sodium,T,79300,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2512,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,14808-79-8,SULFATE (AS SO4),T,16700,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2513,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,TDS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",T,363000,ug/l,NS,NS,500000,NS,NS,NS,NS,NS,NS,NS,V,NS,NS,NS,NS,NS
Ramapo RAS 2514,15-RAMA-11.8,15,RAMA,11.8,7/31/2018,TEMP,water temperature,T,20.6,deg c,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2515,15-RAMA-11.8,15,RAMA,11.8,8/21/2018,ALK,"ALKALINITY, TOTAL (AS CaCO3)",T,100000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2516,15-RAMA-11.8,15,RAMA,11.8,8/21/2018,7440-70-2,Calcium,T,40300,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2517,15-RAMA-11.8,15,RAMA,11.8,8/21/2018,DOC,"Carbon, Dissolved Organic (DOC)",D,5000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2518,15-RAMA-11.8,15,RAMA,11.8,8/21/2018,16887-00-6,CHLORIDE (AS CL),T,144000,ug/l,250000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2519,15-RAMA-11.8,15,RAMA,11.8,8/21/2018,COND,Conductivity,T,689,uS/cm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2520,15-RAMA-11.8,15,RAMA,11.8,8/21/2018,7440-50-8,Copper,D,4.4,ug/l,NS,NS,12.22989629,18.94871457,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2521,15-RAMA-11.8,15,RAMA,11.8,8/21/2018,7440-50-8,Copper,T,4.9,ug/l,200,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2522,15-RAMA-11.8,15,RAMA,11.8,8/21/2018,7782-44-7,Dissolved Oxygen,D,10100,ug/l,NS,NS,5000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2523,15-RAMA-11.8,15,RAMA,11.8,8/21/2018,16984-48-8,"Fluoride, undistilled",T,120,ug/l,1500,NS,2950.109766,NS,NS,NS,NS,NS,NV,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2524,15-RAMA-11.8,15,RAMA,11.8,8/21/2018,HARD,HARDNESS (AS CACO3),T,144000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2525,15-RAMA-11.8,15,RAMA,11.8,8/21/2018,7439-89-6,Iron,T,377,ug/l,NS,NS,NS,NS,NS,300,NS,NS,NS,NS,NS,NS,NS,V,NS,NS
