Project_name,SiteID,BASIN,LOCATION,RIVMILE,SAMPLE_DATE,cas_rn,chemical_name,fraction,result_value,result_unit,Health..Water.Source.,Health.Fish.Consumption.,Aquatic.Chronic.,Aquatic..Acute.,Wildlife,Aesthetic.Water.Source.,Aesthetic.Food.Source.,Recreation,HWS,HFS,AC,AA,W,EWS,EFS,R
Ramapo RAS 2858,15-RAMA-16.1,15,RAMA,16.1,9/5/2018,7440-66-6,Zinc,T,32.7,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2859,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,ALK,"ALKALINITY, TOTAL (AS CaCO3)",T,109000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2860,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,7440-70-2,Calcium,T,45400,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2861,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,DOC,"Carbon, Dissolved Organic (DOC)",D,5900,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2862,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,16887-00-6,CHLORIDE (AS CL),T,157000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2863,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,COND,Conductivity,T,787,uS/cm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2864,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,7440-50-8,Copper,D,6.1,ug/l,NS,NS,13.31054591,20.80304863,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2865,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,7440-50-8,Copper,T,6.7,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2866,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,7782-44-7,Dissolved Oxygen,D,8680,ug/l,NS,NS,4000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2867,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,16984-48-8,"Fluoride, undistilled",T,110,ug/l,NS,NS,3227.532221,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2868,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,HARD,HARDNESS (AS CACO3),T,159000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2869,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,7439-89-6,Iron,T,265,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2870,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,7439-95-4,Magnesium,T,11000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2871,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,7439-96-5,Manganese,T,71.1,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2872,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,7440-02-0,Nickel,D,1.7,ug/l,NS,NS,76.99099339,693.1808642,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2873,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,NO3NO2N,Nitrate+Nitrite as Nitrogen,T,6260,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2874,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,KN,Nitrogen,T,7040,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2875,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,14797-55-8,"NITROGEN, NITRATE (AS N)",T,6240,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2876,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,14797-65-0,"NITROGEN, NITRITE",T,17,ug/l,NS,NS,100,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2877,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,PER_SAT,Percent Saturation,T,94,std unit,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2878,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,PH,PH,T,7.59,pH units,NS,NS,8.5-6.5,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2879,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",T,632,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2880,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,SALI,Salinity,T,0.39,ppm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2881,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,7440-23-5,Sodium,T,95300,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2882,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,14808-79-8,SULFATE (AS SO4),T,23800,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2883,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,TDS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",T,452000,ug/l,NS,NS,500000,NS,NS,NS,NS,NS,NS,NS,V,NS,NS,NS,NS,NS
Ramapo RAS 2884,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,TEMP,water temperature,T,18.9,deg c,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2885,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,7440-66-6,Zinc,D,9.2,ug/l,NS,NS,122.5560617,173.5797107,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2886,15-RAMA-16.1,15,RAMA,16.1,10/1/2018,7440-66-6,Zinc,T,11.2,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2887,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,ALK,"ALKALINITY, TOTAL (AS CaCO3)",T,112000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2888,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,7440-70-2,Calcium,T,65800,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2889,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,DOC,"Carbon, Dissolved Organic (DOC)",D,7900,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2890,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,16887-00-6,CHLORIDE (AS CL),T,291000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2891,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,COND,Conductivity,T,1472,uS/cm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2892,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,7440-50-8,Copper,D,13.6,ug/l,NS,NS,19.39374011,31.50428903,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2893,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,7440-50-8,Copper,T,16.3,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2894,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,7782-44-7,Dissolved Oxygen,D,8500,ug/l,NS,NS,4000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2895,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,16984-48-8,"Fluoride, undistilled",T,130,ug/l,NS,NS,4812.597393,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2896,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,HARD,HARDNESS (AS CACO3),T,247000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2897,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,7439-95-4,Magnesium,T,20000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2898,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,7439-96-5,Manganese,T,35.4,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2899,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,7440-02-0,Nickel,D,3,ug/l,NS,NS,111.7582464,1006.204419,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2900,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,KN,Nitrogen,T,18100,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2901,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,7664-41-7,"Nitrogen, ammonia (As N)",T,97,ug/l,NS,NS,43.98,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2902,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,KN,"NITROGEN, KJELDAHL, TOTAL",T,1170,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2903,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,14797-55-8,"NITROGEN, NITRATE (AS N)",T,16900,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2904,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,14797-65-0,"NITROGEN, NITRITE",T,51,ug/l,NS,NS,100,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2905,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,PER_SAT,Percent Saturation,T,105,std unit,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2906,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,PH,PH,T,7.82,pH units,NS,NS,8.5-6.5,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2907,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",T,2930,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2908,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,SALI,Salinity,T,0.72,ppm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2909,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,7440-23-5,Sodium,T,154000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2910,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,14808-79-8,SULFATE (AS SO4),T,44200,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2911,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,TDS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",T,743000,ug/l,NS,NS,500000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2912,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,TEMP,water temperature,T,25.2,deg c,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2913,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,7440-66-6,Zinc,D,33.2,ug/l,NS,NS,178.2131109,252.1083937,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2914,15-RAMA-16.5,15,RAMA,16.5,7/10/2018,7440-66-6,Zinc,T,38.6,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2915,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,ALK,"ALKALINITY, TOTAL (AS CaCO3)",T,110000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2916,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,7429-90-5,Aluminum,D,10.8,ug/l,NS,NS,100,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2917,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,7440-70-2,Calcium,T,52200,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2918,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,DOC,"Carbon, Dissolved Organic (DOC)",D,6000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2919,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,16887-00-6,CHLORIDE (AS CL),T,241000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2920,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,COND,Conductivity,T,1112,uS/cm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2921,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,7440-50-8,Copper,D,8.3,ug/l,NS,NS,15.35924638,24.36027235,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2922,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,7440-50-8,Copper,T,9.1,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2923,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,7782-44-7,Dissolved Oxygen,D,7330,ug/l,NS,NS,4000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2924,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,16984-48-8,"Fluoride, undistilled",T,110,ug/l,NS,NS,3757.202167,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2925,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,HARD,HARDNESS (AS CACO3),T,188000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2926,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,7439-89-6,Iron,T,340,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2927,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,7439-95-4,Magnesium,T,14000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2928,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,7439-96-5,Manganese,T,117,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2929,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,7440-02-0,Nickel,D,2,ug/l,NS,NS,88.71468126,798.733939,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2930,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,KN,Nitrogen,T,10200,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2931,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,7664-41-7,"Nitrogen, ammonia (As N)",T,68.3,ug/l,NS,NS,16.54,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2932,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,14797-55-8,"NITROGEN, NITRATE (AS N)",T,9170,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2933,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,14797-65-0,"NITROGEN, NITRITE",T,20,ug/l,NS,NS,100,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2934,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,PDORTHO,"Orthophosphate as Phosphorus, Dissolved",D,1240,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2935,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,PER_SAT,Percent Saturation,T,88,std unit,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2936,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,PH,PH,T,7.32,pH units,NS,NS,8.5-6.5,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2937,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",T,1300,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2938,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,SALI,Salinity,T,0.55,ppm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2939,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,7440-23-5,Sodium,T,142000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2940,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,14808-79-8,SULFATE (AS SO4),T,32900,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2941,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,TDS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",T,624000,ug/l,NS,NS,500000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2942,15-RAMA-16.5,15,RAMA,16.5,7/31/2018,TEMP,water temperature,T,23.5,deg c,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2943,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,ALK,"ALKALINITY, TOTAL (AS CaCO3)",T,116000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2944,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7440-38-2,Arsenic,T,1,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2945,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7440-70-2,Calcium,T,52700,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2946,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,DOC,"Carbon, Dissolved Organic (DOC)",D,6300,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2947,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,16887-00-6,CHLORIDE (AS CL),T,218000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2948,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,COND,Conductivity,T,1065,uS/cm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2949,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7440-50-8,Copper,D,8.6,ug/l,NS,NS,15.28940827,24.23816712,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2950,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7440-50-8,Copper,T,9.7,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2951,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7782-44-7,Dissolved Oxygen,D,8500,ug/l,NS,NS,4000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2952,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,16984-48-8,"Fluoride, undistilled",T,110,ug/l,NS,NS,3739.071173,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2953,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,HARD,HARDNESS (AS CACO3),T,187000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2954,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7439-89-6,Iron,T,358,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2955,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7439-92-1,Lead,T,1.2,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2956,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7439-95-4,Magnesium,T,13300,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2957,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7439-96-5,Manganese,T,102,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2958,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7440-02-0,Nickel,D,2,ug/l,NS,NS,88.31530135,795.1381612,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2959,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,NO3NO2N,Nitrate+Nitrite as Nitrogen,T,7720,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2960,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,KN,Nitrogen,T,8500,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2961,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,14797-55-8,"NITROGEN, NITRATE (AS N)",T,7710,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2962,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,PDORTHO,"Orthophosphate as Phosphorus, Dissolved",D,983,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2963,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,PER_SAT,Percent Saturation,T,100,std unit,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2964,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,PH,PH,T,7.31,pH units,NS,NS,8.5-6.5,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2965,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",T,1220,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2966,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,SALI,Salinity,T,0.53,ppm,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2967,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7440-23-5,Sodium,T,138000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2968,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,14808-79-8,SULFATE (AS SO4),T,23000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2969,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,TDS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",T,578000,ug/l,NS,NS,500000,NS,NS,NS,NS,NS,NS,NS,NV,NS,NS,NS,NS,NS
Ramapo RAS 2970,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,TEMP,water temperature,T,23.2,deg c,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2971,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7440-66-6,Zinc,D,10.9,ug/l,NS,NS,140.6736016,199.1528703,NS,NS,NS,NS,NS,NS,NV,NV,NS,NS,NS,NS
Ramapo RAS 2972,15-RAMA-16.5,15,RAMA,16.5,8/21/2018,7440-66-6,Zinc,T,15.4,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2973,15-RAMA-16.5,15,RAMA,16.5,9/5/2018,ALK,"ALKALINITY, TOTAL (AS CaCO3)",T,115000,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2974,15-RAMA-16.5,15,RAMA,16.5,9/5/2018,7440-38-2,Arsenic,T,1.2,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Ramapo RAS 2975,15-RAMA-16.5,15,RAMA,16.5,9/5/2018,7440-70-2,Calcium,T,62700,ug/l,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
